cat,source,machine,title,body,url,quality,dup_key,author
column,山佐ネクスト,スマスロ ケロット5BT,メーカー特集 山佐ネクスト──山佐から遊技機事業だけを切り離して作られた会社,"台に山佐のロゴが載っていても作っているのは山佐ネクストという別法人。2019年5月にパチスロ事業（開発・製造・販売）専業の子会社として設立され2020年12月に山佐株式会社から遊技機事業を分離・独立して現在の形になった。看板機のゴッドイーターは可動液晶ユニット「フェンリル」を積んだ専用筐体で出したシリーズ。2026年7月6日のケロット5BTはシリーズ初のボーナストリガー機でボーナス合算が設定1約1/139.7、SBB契機は約317枚。10月5日予定のパリピ孔明は直STという別方式を持ち込む。開発会社を独立させると型式ごとに方式を振り切りやすい、というのがここ数年の並びから見える。",https://recruits.yamasa.co.jp/about/,4,maker_yamasa_next_column_20190500_setsuritsu_20201200_yamasa_kara_yuugiki_jigyou_bunri_dokuritsu_godeater_kadou_ekisho_fenrir_senyou_kyoutai_20260706_kelot5bt_series_hatsu_bt_gassan_settei1_1_1397_sbb_317mai_20261005_paripi_koumei_choku_st_kaihatsu_wo_kirihanasu_riten,スロキー編集部
column,DMMぱちタウン メーカー一覧,全般,台に書いてある社名は作った会社とは限らない──開発会社と販売元が分かれている業界の仕組み,"パチスロのメーカー欄はひとつしか出ないが、実際は開発・製造・販売が別会社に割れていることが多い。山佐ネクストは山佐から遊技機事業を切り出した会社。D-lightは大一グループの開発会社で自社ブランドのパチスロは全12機種しかない。DAXELは大黒電機グループでホールコンピュータ側の会社が台を作っている。アムテックスは平和関連で沖スロ専業ブランド。ビスティはSANKYOグループ。レオスターはカプコン系で開発自体はカプコン本体の中にいる。だから「このメーカーは荒い」という感覚は、正確には「この開発チームは荒い」であることが多い。台選びの傾向を掴みたいときはロゴではなく開発元を見たほうが当たる。",https://p-town.dmm.com/makers,4,kaihatsu_gaisha_to_hanbaimoto_wa_betsu_column_yamasa_next_dlight_daiichi_zen12kishu_daxel_daikoku_denki_hall_computer_amtex_heiwa_okislot_bisty_sankyo_leostar_capcom_honnai_maker_logo_dewa_naku_kaihatsu_moto_wo_miru,編集部AI
column,5号機クロニクル サミー一覧,スマスロ 獣王,獣王25年の純増は10枚→2.5枚→1.4枚→8枚と往復している──速さは規制の形でしか決まらない,"2001年の4号機・獣王はサバンナチャンスで15枚役を全ナビし毎ゲーム約10枚増えた。ここがAT機という言葉の出発点。2013年12月の王者の帰還はサバンナチャンス1セット50G＋αで純増約2.5枚、ライオン・ダチョウ・ゴリラ・象のカルテットで上乗せの味を分けた。2017年4月の王者の覚醒はさらに落ちて純増約1.4枚（ボーナス込み約1.9枚）で獣玉を5個貯めるまで待たせる設計。そして現行のスマスロ獣王はナビ回数管理で純増約8.0枚まで戻る。同じIP・同じサバンナチャンスという名前のまま、速さだけが規制の枠に合わせて上下している。シリーズを追うと台の個性より号機の形が先に見える。",https://5goki.com/sammy,4,juuou_25nen_junzo_oufuku_column_2001_4gou_savanna_chance_15maiyaku_zen_navi_maig_yaku_10mai_201312_ouja_no_kikan_1set_50g_junzo_25mai_quartet_lion_dachou_gorilla_zou_201704_ouja_no_kakusei_junzo_14mai_bonus_komi_19mai_juudama_5ko_genkou_sumaslo_navi_kaisuu_kanri_junzo_80mai_gouki_no_katachi_ga_saki,パチスロ記者
column,DMMぱちタウン アクエリオンシリーズ一覧,パチスロ アクエリオン ALL STARS,アクエリオンは11年で機械割の上限を113.3%→110.0%→108.3%と削られてきた,"SANKYOのアクエリオンをスロットだけで並べると規制の効き方が数字で見える。2011年3月7日の創聖のアクエリオンは機械割96.3〜113.3%でARTは1セットのゲーム数が30/50/70/90/150Gから抽選される可変式だった。2013年5月7日にII、2017年7月3日のEVOLで96.4〜110.0%。2022年7月4日のALL STARSは同社初の6.5号機で差枚+2400枚・有利区間4000Gの枠に入り96.8〜108.3%まで下がる。ただ上限が下がった分だけ上乗せの見せ方は派手になっていて、ALL STARSはカケ乗せとケタ乗せという2系統で最大1010G。天井が低くなったぶん演出で高さを作る、という置き換えが11年かけて起きている。",https://p-town.dmm.com/machines/series/33,4,aquarion_series_hensen_column_20110307_sousei_no_aquarion_sankyo_kikaiwari_963_1133_art_1set_30_50_70_90_150g_kahen_20130507_2_20170703_evol_964_1100_20220704_all_stars_dousha_hatsu_65gou_samai_2400_yuurikukan_4000g_968_1083_kakenose_ketanose_saidai_1010g_jougen_to_enshutsu_no_okikae,編集長補佐
episode,ちょんぼりすた,パチスロ 修羅の刻（5号機）,ボーナス3種類すべてがATに繋がった台──2015年4月のSANKYO・修羅の刻,"2015年4月20日にSANKYOから出た5号機。スーパーBB10G・BB30G・REG20Gと当たりの粒を3つに分けておきながら、どれを引いても消化後は必ずAT「伝承RUSH」へ行く。純増はいずれも約3.0枚で揃えてあり、ボーナスの種類は出玉量ではなくATまでの助走の長さの違いになっていた。通常時はリール左の修羅メーターに修羅珠を溜め、5つ揃うとボーナスか「武闘の刻」「一本木の戦い」といった自力高確ゾーンのどれかに当選する。修羅珠はチャンス役から抽選されるので、待つのではなく引いて貯める。上乗せゾーン「昇竜乱舞」とのループで伸ばす構造で5号機屈指の万枚突破率と言われた。当たり口を分けても出口を一本化すれば分かりやすさは保てる、という作りの見本。",https://chonborista.com/slot/sankyo-slot/6884/,4,shura_no_toki_5gou_20150420_sankyo_episode_bonus_3shu_super_bb_10g_bb_30g_reg_20g_zenbu_shouka_go_at_denshou_rush_junzo_yaku_30mai_soroe_shura_mater_shurajuu_5ko_de_butou_no_toki_ippongi_no_tatakai_jiriki_koukaku_zone_chance_yaku_kitei_shouryuu_ranbu_loop_manmai_toppa_ritsu,深夜のスロライター
episode,DMMぱちタウン,パチスロ ハイスクールD×D（5号機）,天井を「ハズレ573回」で数えていた台──2015年11月のKPE・ハイスクールD×D,"2015年11月にKPEから出た5号機。純増は全ART共通で約2.0枚と地味だが、数え方が独特だった。天井は平均1000Gだが内部的には通常時のハズレ573回でカウントされていて、レバーを叩いた回数と天井までの距離が一致しない。恩恵は擬似ボーナス「サービスタイム」当選。ARTも「ディアボロスドライブ」と「エクステンドドライブ」の2種類を持ち、どちらを引いたかで伸び方が変わる。通常時は周期でも管理されていて1G消化ごとに周期ゲーム数が1G以上進み、レア役なら一気に加算される。データカウンタの回転数と台の内部カウントがずれる台の走りで、現行のポイント天井・周期天井が持っている「見えない残り距離」の感覚はこの頃から始まっている。",https://p-town.dmm.com/machines/2280,4,highschool_dxd_5gou_201511_kpe_episode_tenjo_heikin_1000g_naibu_wa_tsuujouji_hazure_573kai_count_onkei_gijibonus_service_time_art_2shu_diabolus_drive_extend_drive_junzo_yaku_20mai_kyoutsuu_shuuki_1g_shouka_de_1g_ijou_susumu_rareyaku_tairyou_kasan_data_counter_to_naibu_count_no_zure,ライター見習い
episode,P-WORLD,パチスロ ゴッドイーター（5号機）,液晶が動く筐体とCZ約50%で押し切らせた台──2015年5月の5号機ゴッドイーター,"2015年5月に稼働した5号機。特徴は可動液晶ユニット「フェンリル」を積んだ専用筐体で、映像を出すのではなく画面そのものを動かして当たりを見せにきた。ゲーム性の軸はCZ「殲滅モード」で10G＋αと短いが期待度は約50%あり、通るか落ちるかがその場で決まる。抜けた先のAT「アラガミバースト」は40Gまたは100G＋ストーリー12Gからのスタートで純増約2.4枚。CZが軽くて期待度も半分となると通常時の退屈さは薄まる代わりに、外したときの落差が大きい。同じ枠で今の高純増機を打つと当たりの重さと1回の伸びが逆になっていることが分かる。CZ約50%という数字は10年経った現行機でも高めの部類に入る。",https://www.p-world.co.jp/machine/database/7641,4,godeater_5gou_201505_episode_kadou_ekisho_unit_fenrir_senyou_kyoutai_cz_senmetsu_mode_10g_alpha_kitaido_yaku_50pct_at_aragami_burst_40g_matawa_100g_story_12g_junzo_yaku_24mai_cz_karui_to_tsuujouji_no_taikutsu_ga_usumaru_hazushita_toki_no_rakusa,編集部のマニア
new,ぱちんこドキュメント!!,LハイハイシオサイReTC,4号機沖スロの帝王が型式名に戻ってきた──LハイハイシオサイReTCが8月4日に検定通過,"8月4日付の検定通過一覧にオニオン名義で「LハイハイシオサイReTC」が載った。ハイハイシオサイは2000年にパイオニアが出した4号機の沖スロで、30φメダルとハイビスカス告知だけで押し切ったAタイプ。BIG約1/309.1〜1/240.9・REG約1/655.3〜1/468.1という素の数字と50G連チャンだけで全国に沖スロという棚を作った台だった。同じ8月4日にはオーイズミラボのLアカマターL1、高尾のeハイスクールオブザデッド3V2Aも通過している。ただし検定通過は導入ではなく、DB内の実例だと通過から導入まで概ね3〜4ヶ月のラグがある。名前が戻るのと打てるのは別の話なので、ホールに並ぶのは早くても年内終盤とみておきたい。",http://pachinkolist.com/archives/63390310.html,4,haihai_shiosai_re_tc_new_20260804_kentei_tsuuka_onion_meigi_shodai_2000_pioneer_4gou_okislot_30phi_medal_hibiscus_kokuchi_atype_big_1_3091_1_2409_reg_1_6553_1_4681_50g_renchan_doujitsu_oizumi_labo_akamata_l1_takao_hsotd3_tsuuka_to_dounyuu_wa_betsu_lag_3_4kagetsu,スロ専門編集
info,DMMぱちタウン,スマスロ SHAKE BONUS TRIGGER,シェイクBTは打ち方そのものが設定判別の入口──左BAR狙いとREG中の技術介入,"評価の割れる台だが立ち回りの手順はかなり明確。基本は左リールにBARを狙ってチェリーとスイカをフォローする。左リール下段に青7が止まればRBかナディアBBの可能性があり、青7ボーナスが否定された後はナディアBB狙いでチェリーを追う形になる。ここを適当打ちで消化すると取りこぼしがそのまま実質の出玉率に効く。設定判別の主軸はBIG終了画面とREG中の技術介入を成功させたときのボイスで、つまり手順を踏まないと示唆そのものが手に入らない。BBは必ず300枚以上・平均約400枚と1回が重いぶん回数が少なく、示唆の母数を稼ぎにくい。1日打つならボイスを取りこぼさない打ち方から入るのが先。",https://p-town.dmm.com/machines/4893,4,shake_bonus_trigger_info_uchikata_ga_settei_hanbetsu_no_iriguchi_hidari_bar_nerai_cherry_suika_follow_hidari_gedan_ao7_teishi_de_rb_ka_nadia_bb_ao7_hitei_go_wa_nadia_bb_nerai_hanbetsu_wa_big_owari_gamen_to_reg_gijutsu_kainyuu_seikou_voice_bb_300mai_ijou_heikin_400mai,スロ好き編集マン
hall,グリーンベルト,全般,7月のパチスロ適合率は8.1%まで落ちた──5月16.3%からわずか2ヶ月の振れ幅,"7月の型式試験実施状況が出た。パチスロは受理171件・結果書交付161件に対して適合はわずか13件で不適合148件、適合率8.1%と前月から4.3ポイント下げて2026年の最低値を更新した。注目したいのは水準よりも振れ幅で、5月は16.3%あったものが2ヶ月連続で落ちてほぼ半減している。つまり「今は通りにくい」と月単位で語っても意味が薄く、年で均して見る必要がある数字ということになる。打ち手側への効き方は単純で、適合が細ると数ヶ月先の新台枠が薄くなり、既存機が長く残る。ホールの島が動かない時期は台のせいというより、この試験結果が半年前に決めていることが多い。",https://web-greenbelt.jp/post-116778/,4,kataishiki_shiken_tekigouritsu_2026_07_hall_pachislot_juri_171_kekkasho_koufu_161_tekigou_13_futekigou_148_tekigouritsu_81pct_zengetsu_hi_43pt_gen_2026_saiteichi_5gatsu_163pct_kara_2kagetsu_renzoku_teika_furehaba_de_miru_shindai_waku_wa_suukagetsu_saki_ni_kiku,編集部AI
