cat,source,machine,title,body,url,quality,dup_key,author
column,スロクリ編集部（自社SIS週次データ＋機種分析）,全般,14週目に初週の4割を保てるかで寿命が決まる。残存率と稼働貢献週の相関は0.71,自社SIS週次データで、観測開始後に導入されて13週以上ある174機種の週間アウトを追った。初週を100とすると2週目85.1%・3週目71.4%・4週目63.0%・5週目54.3%・9週目40.8%・14週目33.0%。5週目までに半分になるのが標準の落ち方で、ここは長寿台も短命台もほぼ同じ形をたどるため差がつかない。分かれ目は14週目にある。この時点の残存率と稼働貢献週の相関は0.71で、残存20%未満の28機種は貢献週の中央値3.5週・20〜30%の36機種で6週・30〜40%の53機種で9週・40〜55%の36機種で15.5週・55%以上の21機種で27週と単調に伸びる。設定6の機械割と貢献週の相関0.24やコイン単価との相関マイナス0.05と比べると桁が違う。上位は東京喰種76.8%（貢献79週）モンキーターンV75.2%（111週）うみねこのなく頃に2の71.3%（27週）。下位は劇場版まどか☆マギカfの8.7%（2週）とバベルの11.7%（2週）。,,5,column_kadou_gensui_curve_174kishu_shoshuu_100_2shuume_851_3shuume_714_4shuume_630_5shuume_543_9shuume_408_14shuume_330_zanzonritsu_to_kouken_shuu_soukan_071_20miman_35shuu_20_30_6shuu_30_40_9shuu_40_55_155shuu_55ijou_27shuu,編集部AI
column,スロクリ編集部（自社SIS週次データ）,A-SLOT+ ディスクアップ ULTRAREMIX,市場に出ている台の実測出玉率は中央値98.7%。100%を超えているのは185機種中8機種だけ,自社SIS週次の機種別出玉率（投入に対する払い出しの比率）を8週以上ある185機種で集計すると、中央値98.7%・下限96.6%・上限101.65%で幅は5ポイントしかなかった。100%以上は8機種だけで、ディスクアップULTRAREMIXが100.9%・ゴジラ100.8%・うみねこのなく頃に2が100.7%・キン肉マン100.5%・北斗の拳転生の章2が100.1%・モンキーターンVが100.0%。最低はビッグドリームTHE GOLDEN PUSHERの96.6%だった。出玉率と稼働貢献週の相関は0.27で、出している台が残るという単純な関係にはなっていない。185機種で最も高い101.65%のストリートファイターV挑戦者の道は貢献週4週で終わっている。年ごとの中央値は2023年98.5%・2024年98.7%・2025年98.8%・2026年99.0%で、年0.15ポイントずつ上がっている。なおこの出玉率は投入に対する払い出しであって打ち手の収支ではない。等価でなければ交換の段階でさらに目減りする。,,5,column_jissoku_deidamaritsu_chuuouchi_987_185kishu_100over_8kishu_diskup_1009_godzilla_1008_umineko2_1007_kinnikuman_1005_hokuto_tensei2_1001_monkeyturnv_1000_saitei_bigdream_966_soukan_027_nenbetsu_985_987_988_990,スロキー編集部
column,スロクリ編集部（自社SIS週次データ）,全般,コイン単価と台の寿命に相関はない。ただし4.5円以上の9機種に長寿は1台もない,自社SIS週次で導入8週分のコイン単価の中央値を出せた181機種について、単価と稼働貢献週の相関を取るとマイナス0.05でほぼ無関係だった。全体の貢献週中央値は8週。帯で割ると2.5円未満の29機種が8週・2.5〜3.5円の71機種が9週・3.5〜4.5円の72機種が6週・4.5円以上の9機種が6週で、安い側がわずかに長いだけで段差と呼べるものはない。効いているのは上限側だけで、4.5円以上の9機種の最長はToLOVEるダークネスTRANCEの25週。ビッグドリームTHE GOLDEN PUSHERは5.54円で5週・島娘は5.34円で3週・ゴジラは5.00円で6週と、5円台に生き残った台は1台もない。逆に安ければ残るわけでもなく、スターハナハナは1.50円で8週・マタドールIIIは2.24円で3週で終わっている。貢献20週以上の29機種の単価は1.52円から4.94円まで散っていて、安い側に寄ってもいない。単価は打ち手の1ゲームあたりの負担額であって、台が島に残る理由そのものではない。,,5,column_coin_tanka_to_jumyou_soukan_minus005_181kishu_zentai_chuuouchi_8shuu_25miman_29ki_8shuu_25_35_71ki_9shuu_35_45_72ki_6shuu_45ijou_9ki_6shuu_saichou_tolove_trance_25shuu_bigdream_554en_5shuu_shimamusume_534en_3shuu_godzilla_500en_6shuu,編集長補佐
jissen,ちょんぼりすた,スマスロ とある魔術の禁書目録2,禁書2の設定差の本体はCZを経由しないAT直撃にある。1/7926.8から1/3736.2で2.1倍,8月3日導入のとある魔術の禁書目録2は設定1で機械割97.9%・設定6で113.3%と15.4ポイントの幅があるのに、打っていて見える初当りにはほとんど差がない。CZは設定1で1/235.6・設定6で1/207.2の1.14倍。AT初当りは1/398.8から1/338.4で1.18倍。差が置かれているのはCZを経由しないAT直撃のほうで、設定1が1/7926.8・設定6が1/3736.2の2.12倍ある。ただし設定6でも1日で1回引けるかどうかの確率なので、直撃を判別材料として数えるのは現実的ではない。結局は1.14倍と1.18倍を積み上げる読み方になり、初当り確率だけで設定を決めようとすると分母が足りない台。天井はAT間が実ゲーム数1200G（設定変更時777G）とCZ間が液晶800G+α（同200G+α）の二本立てで、データランプの数字だけではCZ間のほうを追えない。やめ時はAT後に状態と天国示唆を確認してから立つ。,https://chonborista.com/slot/fuji-slot/260325/,5,jissen_toaru_index2_settei_sa_no_hontai_wa_at_chokugeki_settei1_1_79268_settei6_1_37362_212bai_cz_1_2356_1_2072_114bai_at_hatsuatari_1_3988_1_3384_118bai_kikaiwari_979_1133_tenjo_at_kan_1200g_henkou_777g_cz_kan_ekisho_800g_henkou_200g,パチスロ記者
jissen,P-WORLD,LBトリプルクラウンX-300,天井を積まなかった台の見切り方。X-300は合算1/186.2から1/138.3の1.35倍で読む,8月3日に清龍ゲームジャパンから出たLBトリプルクラウンX-300は天井機能を積んでいない。ハマり台に価値が付かないので、他人が捨てたゲーム数を拾って座る立ち回りが最初から成立しない台になっている。見るのは合算だけでよく、BBが設定1で1/303.41・設定6で1/238.31、RBが1/481.88から1/329.33。合算に直すと1/186.2から1/138.3で1.35倍あり、初当りの重さだけで設定を追える部類に入る。機械割は97%から110%で、現行AT機の114.9%と比べると上限が低いかわりに設定1の下限も浅い。BIGは最大約304枚・REGは最大約107枚。BBは前半パートからボーナストリガーを挟んで後半パートへ進む三段構成で、BT中にリプレイとリプレイとプラムが揃うとMBに移り、左リールに黒BARを狙って赤7とリプレイと黒BARが止まれば14枚を取れる。沖縄で支持されてきたトリプルクラウン系統をボーナストリガーで作り直した1台。,https://www.p-world.co.jp/machine/database/10542,5,jissen_lb_triplecrown_x300_seiryu_20260803_tenjo_hitousai_bb_1_30341_1_23831_rb_1_48188_1_32933_gassan_1_1862_1_1383_135bai_kikaiwari_97_110_big_saidai_304mai_reg_107mai_bb_zenhan_bt_kouhan_3dan_mb_kuro_bar_14mai,スロ専門編集
jissen,ちょんぼりすた,Lアニマルスロットドッチ,ドッチは状態を見ずに立つと権利を渡す。赤満月はSTをスルーしても次回に持ち越す,4月20日導入のアニマルスロットドッチで打ち手が損をしやすいのはやめ時のほう。ST「アニマルドリーム」を赤満月状態のままスルーした場合は次回STが必ず赤満月になり、MAXアニマループ状態でスルーした場合も次回STがMAXアニマループになる。ST後に状態を確認せず立つと、その権利をそのまま次に座った人へ渡す形になる。設定差の置き方もはっきりしていて、BIGは設定1で1/329.7・設定6で1/227.4の1.45倍あるのにREGは1/349.5から1/314.3の1.11倍しか動かない。合算では1/169.7から1/131.9。機械割は設定1で97.6%・設定6でも108.2%と上限が低く、高設定を掴んでも一撃で伸びる台ではない。天井はBIG後999G・REG後499Gの二本に加えてジャングルボーナス間2500Gがあり、こちらの恩恵はBIGと金チケット3枚とジャングルボーナス。純増はBIG中が約2.5枚・ジャングルボーナス中が約5.5枚で、ST継続率は2連目以降が約82%。,https://chonborista.com/slot/kitadenshi/252447/,5,jissen_animal_slot_dotch_kitadenshi_20260420_akamangetsu_max_animaloop_wa_st_through_de_jikai_hikitsugi_big_1_3297_1_2274_145bai_reg_1_3495_1_3143_111bai_gassan_1_1697_1_1319_kikaiwari_976_1082_tenjo_big_go_999g_reg_go_499g_jungle_kan_2500g,深夜のスロライター
jissen,なな徹,スマート沖スロ ダークハイビ,合算1/138.2でも設定1は97.5%。ダークハイビは軽さが還元になっていない,6月22日導入のダークハイビはパイオニアの沖スロ系スマスロで、合算が設定1で1/138.2と現行機のなかではかなり軽い。それでも設定1の機械割は97.5%で、初当りの軽さがそのまま還元にはなっていない。内訳はBIGが1/243.0から1/187.1・REGが1/320.4から1/259.1。合算1/108.6まで上がる設定6でも機械割は110.0%止まりで、合算の差は1.27倍とノーマル機に近い読み方ができる。純増は約9枚とスマスロでも上位クラスで、BIG約306枚・REG約106枚を短時間で吐き出す。出玉の芯は上位のダークハイビモードにあり、滞在中のボーナス確率が約1/10・天井32Gなので平均20連を超える。裏を返すとモードに入らないかぎりボーナス1回あたりの取り分は小さいまま終わる。天井は最大約999G+αでモード依存。ボーナス後は32Gまで必ず回してから状態を判断する。,https://nana-press.com/kaiseki/machine/1167/,5,jissen_dark_hibi_pioneer_20260622_gassan_settei1_1_1382_settei6_1_1086_127bai_kikaiwari_975_1100_big_1_2430_1_1871_reg_1_3204_1_2591_junzo_yaku9mai_big_306mai_reg_106mai_darkhibi_mode_bonus_1_10_tenjo_32g_heikin_20ren_over,スロ好き編集マン
episode,P-WORLD,BLACK LAGOON（5号機）,天井の恩恵が「次回ボーナスまで終わらないART」だった台。BLACK LAGOON初代の1480G,2012年2月にスパイキーから出た初代BLACK LAGOON（型式名ブラックラグーンB）は、ボーナス間1480Gハマりで次回ボーナス成立まで継続するARTに突入した。ゲーム数でも差枚でもなく、終わりの条件がボーナスを引くことだけという設計で、引かないかぎり伸び続ける。ARTのLAGOON RUSHは1セット50G+αで純増約1.5枚のゲーム数上乗せタイプ。ボーナス合算は設定1で1/258・設定6で1/210、ボーナスとARTを合わせた初当りは1/187.5から1/136の1.38倍で、機械割は97.2%から114.5%だった。通常時の軸はCZのバレットバトルで、滞在中に小役を多く引くほどART突入期待度が上がる自力型。シリーズの2は弾丸を貯めきる自力ルートで無限ARTに届く形になったが、初代はハマりという受け身の条件でそこへ到達できた。,https://www.p-world.co.jp/machine/database/6585,5,episode_black_lagoon_shodai_spiky_2012_02_5gouki_katashiki_blacklagoonB_bonus_kan_1480g_tenjo_onkei_wa_jikai_bonus_made_keizoku_suru_art_lagoon_rush_1set_50g_junzo_15mai_bonus_gassan_1_258_1_210_bonus_art_gassan_1_1875_1_136_kikaiwari_972_1145_cz_bullet_battle,編集部のマニア
episode,P-WORLD,ノーマルだよ!サブちゃん（5号機）,5号機のノーマル機で設定6が115.05%あった。サブちゃんは合算1/159.1から1/117.2,2010年3月にオリンピアから出たノーマルだよ!サブちゃん（型式名お見事！サブちゃん2NY）は、ボーナスだけで出玉を作るノーマルタイプでありながら設定6の機械割が115.05%あった。設定1も98.2%で、いまのAT機の設定1が97%台に置かれているのとほとんど変わらない。合算は設定1で1/159.1・設定6で1/117.2の1.36倍。BIGは赤7が二種類と白7の三系統に分かれていて、赤7①が1/862.3から1/612.5・赤7②が1/897.8から1/682.7・白7が1/829.6から1/712.3。REGは赤7が1/744.7から1/496.5・白7が1/682.7から1/496.5。獲得枚数はBIG最大311枚・REG104枚で、BIG中の技術介入で12枚上乗せできた。天井RTは搭載していない。ボーナス確率と目押しの精度だけで割を作る構成が、5号機の中盤まで生き残っていたことが分かる1台。,https://www.p-world.co.jp/machine/database/5857,5,episode_normal_dayo_sabuchan_olympia_2010_03_5gouki_normal_gijutsu_kainyu_katashiki_omigoto_sabuchan_2ny_kikaiwari_982_11505_gassan_1_1591_1_1172_136bai_big_aka7_1_1_8623_1_6125_aka7_2_1_8978_1_6827_shiro7_1_8296_1_7123_big_311mai_reg_104mai_kainyu_12mai_tenjo_rt_hitousai,ライター見習い
new,パチ&スロ必勝本,Lパチスロ 彼女、お借りします,かのかりは初当りの設定差が1.19倍しかない。114.9%の出どころはAT側にある,9月7日にSANKYOから導入されるLパチスロ 彼女、お借りしますは、ボーナス初当りが設定1で1/269・設定6で1/226と1.19倍しか開いていない。それでいて機械割は設定1が97.7%・設定6が114.9%で17.2ポイントの幅がある。差の大半が初当りの外に置かれているので、判別も出玉も初当りの回数ではなくAT側の伸び方を見ることになる。中間は設定2で98.7%・設定3で101.0%・設定4で105.5%・設定5で110.4%と素直に上がり、設定5から設定6でも4.5ポイント動く。ATは純増約5.0枚で天井は1000G+α。CZは1Gレンチャンスで、ストック1個につき2G継続する形式なのでストック数がそのまま突破のチャンス回数になる。初当りの軽さで台を選ぶと設定の判断を外しやすい構成で、導入後は初当り回数ではなくAT1回あたりの獲得枚数を数えたほうが早い。,https://hisshobon.com/machineinfo/138896/,5,new_kanokari_sankyo_20260907_bonus_hatsuatari_settei1_1_269_settei6_1_226_119bai_kikaiwari_977_987_1010_1055_1104_1149_172pt_haba_at_junzo_yaku50mai_tenjo_1000g_alpha_cz_1g_ren_chance_stock_1ko_2g_keizoku,編集部AI
