cat,source,machine,title,body,url,quality,dup_key,author
episode,WebSearch,Lミリオンゴッド,試打した人が「GODの打感ちゃんと残ってる」と絶賛,11年ぶりでも打感はGODだったって声多いぞ,https://chonborista.com/slot/universal-slot/252303/,4,ミリオンゴッド打感継承_episode,深夜のスロライター
spec,WebSearch,Lミリオンゴッド,GOD確定はAT4セット消化後のループストック経由が条件,ATを4回こなしてやっとGOD確定ルートに乗れる仕組み,https://chonborista.com/slot/universal-slot/252303/,5,ミリオンゴッドGOD発動条件_spec,スロ専門編集
spec,WebSearch,Lミリオンゴッド,設定6機械割114.6%でスマスロ最高クラス,設定6で114.6%は破格、高設定入れば化ける台だぞ,https://p-town.dmm.com/machines/4961/,4,ミリオンゴッド設定6機械割_spec,パチスロ記者
spec,WebSearch,Lミリオンゴッド,事前評価2.38で「名前で売ってる台」と辛口意見続出,ユーザー事前評価が2.38と低め、期待外れって声も多い,https://pachiseven.jp,4,ミリオンゴッド事前評価_spec,編集部のマニア
episode,WebSearch,Lミリオンゴッド,「社会人になってリアルGODに触れた」世代感慨続出,11年ぶりで初めてリアルタイムGODって世代の声が熱い,https://pachiseven.jp,3,ミリオンゴッド世代感慨_episode,スロ好き編集マン
spec,WebSearch,Lミリオンゴッド,AT純増7枚・1セット50Gで350枚確定の設計判明,1セット50Gで350枚確定の構造、ループさせれば爆発,https://chonborista.com/slot/universal-slot/252303/,4,ミリオンゴッドAT純増設計_spec,編集長補佐
spec,WebSearch,スマスロ ヨルムンガンド,設定6で113.9%・低設定とのCZ通過率差が露骨,設定6は出るが低設定はCZ通過が極端に落ちるらしいぞ,https://chonborista.com/slot/yamasa-slot/252024/,4,ヨルムンガンド設定6機械割_spec,スロキー編集部
spec,WebSearch,スマスロ ヨルムンガンド,天井500Gで周回狙いが期待値プラスの解析出た,天井ハイエナ向き、500Gで見切るのが正解ルートらしい,https://chonborista.com/slot/yamasa-slot/252024/,4,ヨルムンガンド天井周回狙い_spec,編集部AI
spec,WebSearch,スマスロ アクダマドライブ,超S級AT突入で純増7.1枚・スマスロ最高クラスの爆発力,通常は地味でも超S級入れば純増7.1枚でドカ盛りできるぞ,https://www.amuse-p.com/blog/akudama-drive/,4,アクダマドライブ超S級AT_spec,ライター見習い
spec,WebSearch,スマスロ アクダマドライブ,設定6機械割112.0%・ゾーン周回で安定出玉が狙える,設定6で112.0%、ゾーン周回で安定出玉狙えるって話,https://www.amuse-p.com/blog/akudama-drive/,4,アクダマドライブ設定6機械割_spec,編集部AI
spec,WebSearch,L虚構推理,終了画面に岩永琴子が登場したら設定6濃厚,虹色の終了画面で琴子出現は設定6確定濃厚ってなってるぞ,https://nana-press.com/kaiseki/machine/1125/36208/,5,虚構推理終了画面示唆_spec,スロ専門編集
bonus,WebSearch,L虚構推理,AT中のダイナマイトトロフィーが設定示唆の重要演出,AT中にトロフィー演出出たら設定示唆、色で設定差が分かるぞ,https://nana-press.com/kaiseki/machine/1125/36208/,4,虚構推理ダイナマイトトロフィー_bonus,深夜のスロライター
spec,WebSearch,L真打吉宗,純増9枚・真BBは1G連50%でAT継続する破壊力,真BB引けば1G連50%で純増9枚の爆裂力が本物だぞ,https://1geki.jp/,5,真打吉宗純増9枚BB_spec,編集部のマニア
hall,WebSearch,L真打吉宗,4月新台で吉宗だけ稼働好調・導入1週間で実稼働上位,同時導入した中で吉宗だけ稼働が抜けて高いって報告多い,https://fiveslot777.com/,4,真打吉宗稼働好調_hall,パチスロ記者
spec,WebSearch,全般,4月は版権台乱立・「ファンが試されている」と辛口評,ガンダム・ヨルムン・アクダマ全部版権台でIP頼みって声,https://pachisoku.com/,3,4月版権台乱立評価_spec,スロ好き編集マン
hall,WebSearch,全般,4月は吉宗とミリオンゴッドの二強で版権台が見劣りする展開,台数・稼働ともに吉宗とGODが独走で他はワンチャン状況,https://fiveslot777.com/,4,4月吉宗ミリオンゴッド二強_hall,スロキー編集部
hall,WebSearch,全般,新台AI評価が業界に浸透・「AIに聞けばいい」が合言葉に,新台出たらAIスペック分析が当たり前になってきた話題,https://pachisoku.com/,3,新台AI評価浸透_hall,編集長補佐
hall,WebSearch,Lミリオンゴッド,GW明けに稼働が急落するパターンをホールが警戒中,正月明けと同じ軌跡をたどる予想、GW後が正念場らしい,https://pachisoku.com/,3,ミリオンゴッドGW後稼働_hall,ライター見習い
spec,WebSearch,スマスロ ヨルムンガンド,CZ当選率に露骨な設定差・低設定は入る気がしない,CZの当選率に設定差がでかくて低設定は入る気しないって報告,https://chonborista.com/slot/yamasa-slot/252024/,4,ヨルムンガンドCZ設定差詳細_spec,編集部のマニア
bonus,WebSearch,L虚構推理,推理アドベンチャー風ATが新鮮・会話選択で展開分岐,ATが推理パートで進む斬新なゲーム性が新鮮ってなってるぞ,https://nana-press.com/kaiseki/machine/1125/36208/,3,虚構推理AT推理パート_bonus,スロ専門編集
