cat,source,machine,title,body,url,quality,dup_key,author
episode,パチマガスロマガ,クランキーコンテスト,ユニバの技術介入名機・リプレイハズシがビタ押し必須で上級者向けに,"ユニバの4号機A-400タイプ。リプレイハズシがビタ押し必須で前作クランキーコンドルより難化し、2コマの余裕が消えて上級者向けになったのが名機と呼ばれる所以。BIGは設定1で約1/273設定6で約1/240、機械割は95.46〜105.23%。コンドルを枠内に狙う技術介入で機械割を伸ばす、腕が出玉に直結する硬派な一台だった。",https://pachimaga.com/free/special/dbbad67f8bf377604517372c192a4308cd9d27c5.php,4,クランキーコンテスト_ユニバ4号機A400リプレイハズシビタ押し前作コンドルより難化技術介入BIG設1_1_273設6_1_240機械割95.46_105.23上級者向け名機_episode,スロ専門編集
episode,jugjug.net,ミラクルジャグラー,GOGOランプ後告知の原点・リーチ目は3種だけのコントロール方式,"北電子の4号機ジャグラー。第3ボタンを離した瞬間にGOGO!ランプが光る後告知で、リーチ目はボーナス絵柄一直線・ピエロはさみ・単チェリーの3種のみとシンプル。あえてコントロール方式を採用し、ハズレ目のような出目でもボーナスが期待できる設計。GOGOランプ一点狙いの分かりやすさが初心者にもウケた原点系ジャグラーだった。",https://jugjug.net/miraclejuggler,4,ミラクルジャグラー_北電子4号機後告知GOGOランプ第3ボタン離し点灯リーチ目3種一直線ピエロはさみ単チェリーコントロール方式ハズレ目でも期待_episode,編集部のマニア
episode,DMMぱちタウン,パチスロ サイボーグ009,加速装置モードで連チャンごとにボ間G短縮する4.5号機ストック機,"アビリット2004年の4.5号機Aタイプ、7ライン3枚掛け専用機。目玉は加速装置モードで、連チャンするほどボーナス間のゲーム数が徐々に短縮していく独特の爽快感が味わえた。ストックは最大32個でRT解除抽選か規定G消化で放出、ボーナス比率はBIG約66.79%REG約33.20%。設定5が加速モード移行率トップという尖った設定差も持っていた。",https://p-town.dmm.com/machines/1802,4,サイボーグ009_アビリット2004_4.5号機Aタイプ7ライン加速装置モード連チャンでボ間G短縮ストック最大32RT解除放出BIG66.79REG33.20設定5移行率トップ_episode,パチスロ記者
episode,HAZUSE,花火百景E,大花火のリメイク・BIG711枚をマンティス15インチ液晶で正統継承,"エレコが2003年に出した大花火のリメイク機。リール配列・小役構成・獲得枚数は大花火と同一でBIG最高711枚、そこからベースとREG確率を削ってBIG確率をUPさせた大量獲得寄りの調整。筐体は15インチ全面液晶のマンティスで演出面を強化。大花火の目押し・リーチ目をそのまま楽しめる正統継承機として花火好きに刺さった一台。",https://www.hazuse.com/i/det/det_hanabi_hyakei.htm,4,花火百景E_エレコ2003大花火リメイクリール配列小役同一BIG711枚ベースREG削りBIG確率UP15インチ全面液晶マンティス演出強化_episode,深夜のスロライター
episode,元裏プロのパチンコ・パチスロブログ,アラベスク,4本目のテトラリールが出目演出にも参加した山佐の技巧派ノーマル,"山佐の4号機Aタイプ。4本目のテトラリールが小役ナビやジーニーチャンスの予告だけでなく、ついに出目演出にも参加。メインリールだけなら通常出目でもテトラとの組み合わせでリーチ目になるパターンが多数あり、12マスをフル活用したリーチ目が話題になった。BIG設定1_1/292.6設定6_1/240.9機械割94.4〜108.2%の穏やかなノーマル機。",https://urapuropachisuro.jp/blog-entry-857.html,4,アラベスク_山佐4号機Aタイプテトラリール4本目出目演出参加12マスリーチ目ジーニーチャンス小役ナビBIG設1_1_292.6設6_1_240.9機械割94.4_108.2_episode,編集長補佐
episode,パチマックス,ぱちスロ ウルトラセブン,カプセル怪獣テンパイ＋右7でBIG・96年サミーの版権先進機,"サミー工業1996年の4号機Aタイプ。カプセル怪獣ウィンダムやミクラスのテンパイ＋右リール7でBIGという版権を活かした出目が特徴で、8枚役も右リールがTDFと変則的。カラータイマーを思わせるイルミネーション型ストップボタンやツインスピーカーなど当時としては先進的な装備を搭載し、BRバランス良好で連チャン期待度の高い確率配分だった。",https://pachinko-max.com/slot/post_356378.html,4,ウルトラセブン_サミー工業1996_4号機Aタイプカプセル怪獣ウィンダムミクラステンパイ右7BIG_TDF8枚役イルミストップボタンツインスピーカーBRバランス良連チャン期待_episode,スロ好き編集マン
episode,パチンコビレッジ,コングダム,テトラリール3作目・右4本目のゴリラ告知で沸いた山佐99年の名機,"山佐1999年11月の4号機で、テトラリール搭載3作目。右ボタンで止まる4本目のリールに7・ゴリラのコング・カメレオンが並び、その止まり方でボーナスを察知できる告知が肝。コングがアツいチャンス絵柄だった。BIG設定1_1/297.8設定6_1/240.9機械割94.4〜108.3%。後に『ジャングルマスターコングダム』としてリメイクされた、当時のファンに愛される名機。",https://www.pachinkovillage.com/diary_2/?blog=24&id=82228,4,コングダム_山佐1999_11_4号機テトラリール3作目右ボタン4本目7ゴリラコングカメレオン告知BIG設1_1_297.8設6_1_240.9機械割94.4_108.3ジャングルマスターリメイク_episode,ライター見習い
jissen,パスログ,スマスロ ヤバチバ,初日は荒波に賛否・上位AT虹7モードは純増6枚777ボーナスループ,"ネットの7月6日新台、チバリヨ最新作。5ch初日評価は荒波っぷりに賛否だが、上位AT虹7モードは純増約6.0枚の777枚ボーナスがループし一撃性能はシリーズ屈指。新機能ベル集中は純増約1.8枚で約200G継続し通常の谷を埋める。天井999G+α・チェリー40回orリセット30回、機械割は設定1_97.1%設定6_110.1%。花笠点灯とチェリー連打が勝負どころの沖スロ系。",https://slotlog.net/archives/post-134177.html,4,ヤバチバ_jissen初日実戦5ch賛否荒波上位AT虹7モード純増6.0枚777ボーナスループ一撃ベル集中純増1.8枚200G天井999Gチェリー40リセット30機械割97.1_110.1花笠点灯_jissen,スロキー編集部
jissen,K-Navi,L南国育ち SPECIAL,真骨頂は多彩なキュイン告知・鳴り方の違いを味わう王道連チャン機,"アムテックスの7月6日新台。純増約3.0枚のボーナス連チャン機で、この機種の真骨頂は多彩なキュイン告知の作り込みにある。キュキュキュキュキュイーンの連続音、小さいキュイーン、ボタン停止時の高音キュイン、爆発音との組み合わせなど告知パターンが豊富で、鳴り方の違いを味わうのが南国の醍醐味。飛翔モードループ約84%超飛翔約93%純増6.0枚、設定6機械割110.4%。",http://p-kn.com/slot/1196/19237/,4,南国育ちSPECIAL_jissen告知演出特化多彩キュイン連続音小音ボタン停止高音爆発音組合せ純増3.0枚飛翔ループ84超飛翔93純増6.0設定6_110.4_jissen,編集部AI
new,ぱちんこドキュメント!!,e必殺仕事人Ⅵ,突入64%継続75%ST・上位中村主水出陣は50%で6000個・先バレ無しに賛否,"京楽の7月6日新台スマパチ、eベルーガ枠。大当り約1/319.9のミドル一種二種混合で、初当りの約54%で必殺RUSHへ突入。必殺RUSHは突入率約64.2%継続率約75%のST。上位の中村主水出陣はST120回で、大当り時の約50%で6000個を獲得して継続する。初日評価は先バレ演出が無い点で賛否が分かれたが、仕事人IIIの演出を継ぐ完成度の高さは好評。",http://pachinkolist.com/archives/63099732.html,4,必殺仕事人6_京楽スマパチ7月6日eベルーガ枠大当り1_319.9ミドル一二混合初当り54必殺RUSH突入64.2継続75ST中村主水出陣ST120_50で6000個先バレ無し賛否仕事人3演出継承_new,パチスロ記者
